review_id,review_text,category
0ff87982b44bd1d7eecdfb81aa4c796b,Tempat dan kamar bersih. Harga sangat terjangkau,1
dfba76407d50f9e0824693ed6801b338,kamar 215 nya serem bgt ,0
9006eaa2a75a3ce07541406ee3c4d064,perlu ditambah pewangi ruangan,0
73663209541fb89e15fd14a5421e0580,"orangnya sangat tidak friendly,tidak senyum sama sekali.agak risih sih. ak dri chek in udah batin banget sm pelayanannya ",0
689923a75ea55fa28a0c17a3f5e87b7f,"sunyi, kmr bau pengap",0
77f0d242fe4841fc435a381f13d5d2fd,"Parkir ribet,tamu yang ingin berkunjung saja dibuat peraturan seribet itu",0
cae16023a9516dc308cd65785b52599b,suka tinggal di twin star hotel solo. seperti di rumah sendiri. pelayanan staf juga ramah. ,1
1594ffb303f2d03807e92f8ce6442806,Keadaan nyata tdk sesuai dng gambar yg di publish. kok airy bisa kerjasama dng penginapan kelas spt ini ya? ,0
9051c1b44693e5031316c88ca2bf6b9e,sprei tdk diganti.masih byk rambut dan bau.,0
91e9717f50afa926fca2a8de1e3c3072,"makin hari makin mahal aja hotel nya, dulu di bawah 230rb,skarang udah di atas itu,kalau makin mahal pelayanan di tingkat kan,masak check in kamar belum ada pernak pernik airy nya. dulu waktu harga 230 pelayanan nya oke.",0
79f1392e12171bf3cb95b6e0395f6220,Lokasi hotel di pusat keramaian dan dekat dengan pasar tradisional sehingga bagi yang menginginkan panganan khas setempat sangat terbantu. Menu sarapan hotel sangat bervariasi dan memuaskan. recommended hotel untuk liburan kalau sedang jalan-jalan ke samar,1
efe6c75fea4707770f7ada199c9dd786,Kamarnya kurang baik,0
5b03429373b8f7106c59395d49fe307f,semuanya kurang ,0
29f635effde166470a45f292aab0c0b1,kamar agak kotor dan kurang senyap serta ada kecoak,0
c8c2a57f2c9e561419ffafdc81f49e11,syedih listrik naik turun klo water heather on,0
d7773877e1cbb14ca6590ee5c10c0981,pelayanan dan fasilitas kamar,0
286ede5af1509e30adc0084d9281783e,"Nyaman,  staff kurang ramah ",0
8b8a416ad10d934589a6824128fcb2f2,having great services and strategic locations near culinary spots.,1
500c6188b41d1884e8124f66ad478248,"Murah dan bersih, furnitur baru dan ranjang yang empuk, air hangat dan kamar mandi bersih, parkir luas, pintu gerbangnya harus anda tutup sendiri.",1
814e84c21bc7325047342c975aea9edf,fasilitas kebersuhan kabar dan kerapian sangat buruk,0
93ebc563a39a5175cfc9b73f9b67c443,"gak dapet air minum krn airminunnya galon d  bawah. g ada tisu toilet tisu kamar. katanya dr airi memang g ada tisu. kurang bersih juga.. g ad layanan kebersihan jadi klo nginep selama 3 malam berarti slm 3 malam kamar anda tidak di bersihkam. 
",0
d3ed667b59581f02440f9f5136c85df9,"Kamar dilantai 4 dan harus naik tangga, wifi dikamar tidak ada, harus beli paket speedy",0
df80e9d82da241c9d7c18032fff95550,airy tidak dapat ditemukan.. saya sangat kecewa.. ,0
cac26f491ed18feb2916c870cc9afafd,air panas gak ada dan Krant WC mati,0
2bc3f3009d94484033516ef13a969a0d,"Tembok kotor berjamur, selimut kecil gak cukup buat 2 orang, toilet tidak bisa diflush, bau kamar lembab, ac berisik, lemari berdebu dan berjamur. Yang bagus cuma tv dan lokasinya yang tenang.",0
4660f381f0d6d6882860730b522a63b1,"air untuk mandi nya tidak bagus karena asin, pintu kamar mandi nya rusak, AC nya tidak dingin ",0
31094f152ba3bdb67b63e82509499dce,Perlu banyak yang di update,0
4ca5335b12b3c02fd171cf6995608d96,"kurang bersih, air kecil, bising suara dari luar",0
de64cab007db531f2dac6bd8573dc2f9,"minus
1. tidak ada telpon di kamar
2. tidak ada lemari di kamar
3. tidak ada pemanas air di kamar
4. tidak ada sandal di kamar
5. suara dari luar kamar masuk kedalam kamar
6. parkir sempit sekali dan tidak ada juru parkir

plus
1. kamar bersih 
2. kamar mandi oke
3. pelayanan oke",0
b006c0fae1480ef896de5f2458ccef37,"ac tidak menyala, tidak ada stop kontak",0
f289e708df5ff9eaf6ed1602ae986d0c,hotelnya kurang terawat dan biasanya utk pemesenan via airy gratis snack di kamar tp khusus hotel ini tdk disediakan snack ,0
4f8d08ada639e79bdd16d42a7640cdb6,tidak bisa ganti hari,0
8297c54f6bf788707d3b458c6261dd08,saluran TV nya hilang hilang,0
9158b24662d4379958756534b0305757,biasa aja...,0
6694a5c31cd7ce7b6b74b3931f1eb6f0,kamar kecil sekali,0
42b34d704b0657c40024ec813b36c3a1,tempatnya kurang bagus,0
7044dff27c34a80d43dfb9113aaaf94f,"Ngk ad lemari ny y 






",0
24e3f9f0e90cf4ccb4dece45d8975476,"the room was comfort, big, and the facilities was good. strategic place in the center of city",1
57510fb0614846d3cec91036960ccfe0,"Tempatnya nyaman, hanya sarung bantal and seprei kurang bersih, di sarung bantal ada noda darah, dan di seprei ada noda kekuningan",1
8a2546c637c09bf5684ce763904560f6,Lift mati harus naik tangga lantai 3,0
5ee0263630928a90e363b9d8e43f7ec5,Hotelnya seram,0
cf82de3263b1bfafafb864e022d14f1a,"Kamar bersih dan rapih., tapi untuk pelayanan di front office nggk banget. Sebenernya saya sudah sering baca mengenai petugas di front office ibu2 yg rambut pendek. Dan ternyata memang benar pelayanannya ga baik,tidak senyum,tidak ramah,saya lebih senang dengan wanita yg satunya lagi yg ada di foto hotel ini",0
fde60e2a71cef16f8fa2841f96e27e99,"sinyal hape susah dlm kamar, tv apalagi untung dibantu wifi... ",0
d0b0fcecff99357556cf74df14bae5d4,Tempatnya baru bersih nyaman walau agak sedikit nyasar untuk cari tempatnya. Tapi lumayan strategis. good lah pokoknya.,1
17f8edb06c775371a2d6ab46be9701c2,"chek in lama. meskipun dapat snack dan minuman, gak ada bantal airy, gak ada air panas, selimutnya gak nyaman, remote tv gak berfungai, sepertnya kolam renang jarang dibersihkan. ac dingin, ada harga ada kualitas lah.",0
38f01e9deecd491ac1c96ef0ae7b0c1a,"shower mati deh 😥
receptionisep kurang senyum 😏",0
469c83a5fb1d1492dfbd9570af9326b2,Ada kolam berenangnya dan pas banget kalau lagi cape bisa berenang.,1
2cccac1b1166eb81dad832c24003e204,Saluran AC yang ke kamar mandi tolong diperbaiki masalahnya gak enak banget lagi buang air kena tetesan air dari selang pembuangan ac. ,0
9fed6ffa51cda936f8537f6985890f87,"penataan ruang kurang baik, kamr tidur sempit sementara kamar mandi besar. ruangan kirang bersih, bantal lepek, tempat tidur reyot",0
30e289e3b45c6f74631994c184b7ce6c,"kamarnya kecil tdk berjendela. kamar mandi baunya menyengat. tapi ac dingin, cek in dan cek out lumayan cepat",0
031b408c4bcef59acc2ade83baca99d5,"kamar nya sangat2 mengecewakn,pintu kamar nya kaya pintu wartel,bukan pintu kayu selayak nya hotel2 yg lain,jendela nya dari dalam bukan diluar,trus jendela nya bisa di buka dri luar,lift nya superrrr kecil,kotor banget,banyak debu,tmpt tdur nya juga kecil tv nya kecil,kursi yg di loby bau banget,foto2 yg di app ga sebagus asli nya,super kecewa bgt",0
f71c1fe29aa4b109b7b52435ceee9d93,"kartu kunci pintu hrs di reset ulang setiap hari.
toilet kecil dan kesan kotor di hari pertama chek ini.",0
59ba76226b9002dd7dfb80e563652483,kamar tidak bersih.,0
620f55e9ca875644272d58670f80b139,"handuknya gak ada . remote AC rusak cuma bisa nyalain matiin , colokan cuma ada satu . kasurnya bikin gatel 😥 . overall sedikit baguslah buat backpacker mah . tapi untuk balik lagi , kayanya saya gak deh . but makasih banget  buat mas mas yg jaga kostel nya .",0
30a47599ae69e0c261f15b05a5a2e7d7,"setting kamarnya biasa bukan airy room..gak ada snack nya
",0
aba15c8417a689c082141de7f4b93490,"tempat tidur kotor,tempat tidur sempit.",0
9bcc28d16e58ae6e293c338f6ad99bbd,"1. stop kontak dari yg tersedia 6 lubang, yg bisa dipake cuma 1 lubang, 2 lubang buat TV dan Kulkas . kok pelit listrik bgt, terus pas pake kompor listrik malah turun daya.
2. saluran air kamar mandi sering tersumbat, saya mandi sampe banjir meluap keluar pintu airnya!!
3. ga ada bantal biru khas airy, snack2 kualitas rasanya jauh dari biasanya. :(",0
680eb01f6430594ae6607e616b10af70,"kamar agak lembab, perlengkapan mandi dalam keadaan basah, jadi kuatir kalo udah dipake orang sebelumnya",0
bb61d342c3ed9cfeae81fb5380d73905,"mati lampu dan ga nyala nyala, dan garus turun ke lobby dulu baru bisa nyala lampunya :(",0
a16b65acb01d7f85298e7273a4d9b080,"WiFi tdk Ada tempat nya Kotor
 ",0
04808d1126b1e1a5f0d1820ec93f90d6,pintu rusak...,0
903abb9a61418be1b68e1062efe6bb0c,banyak hewan item2 kecil.. jadi bikin kurang nyaman.. mana kamar airy nya di pojokan.. kurang recommended 😂,0
95d8940eace0878f039d52000d0e688e,"AC Panas, Ubin kotor, seprai berdebu, Air bau",0
0fca19b957223b0685c2fb18d07950e3,"kasurnya bunyi,  sprei banyak semutnya seperti tidak di ganti,  overall good 👍
",0
2494daacb84ee2d48597829a03c8a301,"hotel jadul, dari masuk lobi bau lembab menyengat. lampu koridor agak redup jadi terkesan angker, jendela rusak ga bisa ditutup rapat. GA ADA AIR MANDI PANAS, air berbau, sarapan dikasih nasi kuning dianter ke kamar ga dikasih minum😟😟😟",0
77e5adc7bc7fdb3012d0ca2ae1c887bf,Lantai kamar mandi licin bgt kyk gk pernh di bersihin,0
df5c90bf3dc895f33f9944a7bf8ac1d8,"Hotel tua... tp utk kamar 16 ini..flash toiletnya rusak, agak berisik 😩. tidak ada wifi jg. ada lift jd aksesabilitasnya ok. ",0
55872817421426f0c25fc724e1d99d9f,"Kamar apek dan kurang kedap, tirai kamar mandi tidak bisa menutup, kopi & teh hanya di sediakan 1 di kamar padahal gulanya ada 4. Sarapan banyak yang sudah habis dan tidak diisi kembali padahal baru jam 7. Overall sepertinya diperlukan sedikit perbaikan.",0
a25ea0a36bcdd8ad45e1d1cafe93926e,"nginap 2 hari tapi kamarnya nggak dbersihkan, nggak ada air minum jg pas dihari 2,,",0
5646d9acf5648df505121d4747b7aff2,sangat kecewa dengan tv yg buram. ... percuma ada tv cuma pajangan..tidak bisa di toton. bikin sakit mat.. airy temapat lain bagus,0
4ca7ab261b3d497623d279c1d3c975a3,pelayananya kurang.kebersihan kmr mandi kurang bersih.seprei kurang bagus tdk sesuai dgn hrga.,0
7a431eaec319cce3a98f474b937468de,"Kamar bersih, rapi, snack dan air mineral lumayan, AC dingin normal, remote TV tidak bisa, pintu kamar dari bagian luar kaya bekas dicongkel, padahal waktu menginap 1 bulan yang lalu kondisi pintu bagus. Mohon agar ditingkatkan keamanan dan kenyamanan serta kebersihan di dalam kamar.",1
d6a973aca8595f629f8e3d75ee67afa3,"handuk gak ada (dikasih sih tapi minta dulu), keset gak ada, colokan charger gak berfungsi, yg lain nya wajarlah dengan harga ""budget""..",0
f125f1eb932b3504f6a0f19003797d9f,Kamarnya bau,0
5ec39f3aee31bec445f48ff34658dad2,"tidak menyenangkan...saat dtg handuk
 blm ada Handuk dtg menjelang magrib itupun stlh diminta. Tidak mau menginap disini lagi.












",0
653575979493fbc24b6aa17f128cf98e,clean romm and new building . ,1
d0f591ab29b6eb5ee76cdf69cbad7e7b,kmar kotor dan sempit,0
f6070988f2024fcaeab165b97636022d,mati lampu dr pln .. lama perpindahan ke getset ...wifi gak stabil .. tingkatkan pelayanan nya . terima kasih ,0
9e20bff73d9d5e90352de5b3a5e97bb1,"tidak ada ac tidak sesuai spesifikasi fasilitas 
",0
78265cb47b3a374cd967491eb7c559b1,pegawai kurang ramah.. dan sempat bilang no booking tidak ada. pdahal saya bkn pertama kali pesan di airy. tolong tingkatkan lagi pelayanan nya,0
75c4d0fdff00bbc45ff05f0d30b3c5a9,"check in nya lama, penyaringan air untuk MCK kurang bersih, tangga naik ke kasurnya ada yg retak agak ngeri diinjak, tapi saya suka design kamarnya minimalis, unik",0
7581c47a749ce513ab1dd5066e55bdcf,"perlu pembangunan penginapan diperluas lagi, aliran airnya dijaga kelancarannya (kemarin tersendat-sendat), dan perlu variasi penyajian menu sarapan. Untuk sambutan tamu, snack dan kebersihan kamar sudah cukup baik.",0
30b34bd2ef9239281e55449b3b4ad13d,Tempatnya sangat nyaman dan ekonomis,1
0c78bbf418c76407610915cea9d9a3d5,"saluran airnya agak mampet, air ada bau sedikit, lantai berminyak seperti tidak di pel, handuk kurang bersih seperti tdk di gnti..
mhn perbaiki kekurangannya",0
6f0fa7d87a40d3833c0b1ed34de8e0ef,"kamar mandi nya kurang nyaman 
",0
11a1f9aff5e2160da5bd19dae4a7e31b,Tv nya nggak ada siaran sama sekali.. Tolong diperbaiki ,0
61fff23339aff2f96d1bb281269d680a,"yang berkesan kamarnya luas n nyaman. yang harus di perbaiki siaran tv, pintu kamar mandi n airnya..",0
623d729bfd87d6f5e771c383511c2b3c,Karena ga bisa refund atau reschedule,0
28221578d9121d3306d42fbe47202610,perbaiki lagi jangan makin menurun baik fasilitas dan layanan,0
75c5423545add39935af9aa425255bac,"Untuk kebersihan sudah lumayan, AC lumayan dingin tidak seperti pertama kali saya book kamar disini. Sprei juga baru dan bersih, mungkin cuma selimutnya saja yg perlu diganti karna sudah agak buras. Untuk barang dikamar seperti meja atau kelengkapan lain masih agak berdebu dan nampak seperti hotel tua karna perabotnya kelihatan rapuh.",0
455953ceba23a08862e3c43b2315f887,"ini hotel lama. saya bayar mahal karena hi season. tapi pelayanan sagat tidak memuaskan. tv tidak dapat digunakan line telp mati. kamar sumpek. breakfast ketika mau minum teh dikatakan habis. paadahal baru jam 8 pagi. jadi 
ini pengalaman buruk saya  selama liburan di bandung 
melalui airy. marketing ok pelayanan buruk",0
5ac80cd4509e491f2f67daad12275bdd,kamarnya terlalu sempit. sulit untuk sholat. ,0
4133dc988df7a48afc0affff4e8395f3,karna salah booking tanggal dan tidak bisa di reschedule,0
bdf10569304c48c2558d4bf42129f436,tolong di perhatikan lagi kelengkapan kamarnya ,0
0676a94c494b57d8c7d51c1ed4c1a52e,"ruang d bwh wastafel patah, sangat tidak terawat. untuk snack, sudah ad yang expired.",0
540fc9aa4fdcebf2a3081a31e7582560,Saat ujan ada tampias air masuk ke jendela. Selain itu baik,0
a5654ad5944c8d808ecd38126ec37cb4,"sprei & selimut kotor, tv tdk jernih, lantai kurang bersih",0
3a3ef213cde803cf28f5eb16365856b2,"acnya kurang berfungsi, tidak dingin.",0
61dda0c34bf19a30a8505926dbae10ba,"saya kecewa,karena dialamat tersebut tidak saya temukan hotel nya, apakah hotel itu memang tidak ada atau salah entry alamat ? ketidaksengajaan dan mohon airy lebih memperhatikan kembali hotel yg jd partner airy, Mohon tanggapannya.",0
ef7788102d326acd51c367201e8338c9,"Tempatnya nyaman, cuman pelayanan nya kurang. Awal cek in bilangnya kl sarapan di ganti saur, pas saur di tanya ktnya gada gabisa di ganti. ",0
eb232f9fa65ea9c136be1a545b5fee46,bad sheetnya sangat tidak nyaman....warnanya sheet kuning...,0
f0c4cd15c9b4e59960afba0fd5562c4a,airnya macet,0
2282c6cc094b220d68a847a4e9bc8386,terlalu sempit parkirnya dan dapat kamar di lantai 3,0
5254fc7583a28dbfcfaf7d45666aaf17,Oke sip. Tempat nyaman dan strategis.,1
ae87db43f3003ee7fe4232e1d95b9868,kamar kecil.lantai licin.tdk tersedia keset kamar mandi dan tissue.resepsionis kurang ramah (tdk senyum) dan tdk langsung info password wifi (info stelah ditanya).untung pake promo 50% jd gak nyesel bgt.,0
ef655bf056bc5006f23c8a89e7222a1a,"ac gak dingin,  terus alas tilamnya bolong-bolong,  wifinya gak nyampe kekamar,  kalau keluar ruangan baru bisa gunain wifi",0
81a420af006ea2cf2b0e9509a530a51d,"Hari pertama room blm di set airy, tidak ada varian buah saat sarapan, semoga lebih baik lg",0
2fa885f59a897cb9fc899017ed7b6930,Parkiran kurang terjaga keamananya,1
32ffecd619366fc24c109f4d7f01f019,"Dr luar bagus ada kolam renang, balkon yg lgs ke kolam renang.
tp pas msk kmr, sy dpt kmr no.6, AC sering mati sendiri, udara yg dikluarkan ac agak bau.
aroma bantal jg kurang sedap.",0
dae45b2815ba1c90b5de9348c2704cca,"Saya dapet kamar di pojok, itu kamarnya redup lampunnya warnanya beda",0
582508360592299e38706c5c1136493e,Kecewa karena gagal curu.  Dan tidk jadi nginap.  Huhuuuuuu,0
68de6da74eedef80aed37ab05bd53de6,kamar ditaro paling pojok paling atas,0
445abf51c8ababf6436d4a594f18b094,"kamarnya lembab, kamar mandi showernya ga bisa dipake krn karatan, ac bocor ",0
a4c4d0a5832a3161d6828f28be4865b2,kamar yg diberikan tidak sesuai dengan yg ada di foto,0
81c6e7b574d7a9a79a381d5ae6d47428,"Pintu kamar mandi rusak, tidak bisa dikunci ditutup pun tidak bisa rapat. Stop kontak di end table samping kasur longgar tak bisa dipakai. ",0
5d1c6fa38eb3bebe5ee84ad3615e209f,Bangunan lama tapi cukup nyaman dekat dengan kuliner. ,1
78896e340a6b5a5ce606277cfe6270e7,"sempit, tv semut semua",0
cd8cebec42b2be9bbde10a9edefecb1d,Air dan lampunya suka mati,0
5baaca72c51f2edfeba4e68c1e5ecfae,tidak ada selimut & handuk,0
cc4472eb340ef0009fa678f2a2353e65,Tempatnya nyaman dan bersih.,1
09437f8cc469ca76e0691d186a536020,"kurang baik, ac kamar suka mati

",0
59f6f380b4caacb9d3c70bd65912346c,"Pelayanan kurang ramah dan cuek ,swower ga berpungsih dg baik kamar mandi licin dan hampir mau jatuh trus",0
08163c2b22aacf2ec67c723a7b116ecb,"Kamar mandinya kotor, ada lumpur jadi harus saya siram dulu..sepertinya krn jumlah pegawainya kurang..",0
7bfbd9af2cd1fc5816dd67f84b83c0eb,"pelayanannya terlalu lambat, sehingga saya menunggu terlalu lama. ",0
515a2903693a819aa5474b8e85445640,"dinding kamar baru dicat, jadi aroma catnya sangat menyengat saat saat stay di sana, tdk ada air panas pdhl infonya di aplikasi ada",0
fd617c6ac3e6d38b59ef17bf90bcf1a9,Tidak ada peralatan mandi (handuk sikat gig dll),0
adb107fda8f4075ba3fcaa018c63a1b0,"Mendapat kamar di belakang paling ujung, lampu tidak terang, seram. Kamar seperti tidak pernah dipakai, sprei kurang bersih, kamar tidak rapi, lembab berdebu, tv cembung, meja rias tidak ditempatkan semestinya, lampu kamar ditaruh dimeja rias sehingga mengganggu sekali. Air panas tidak berfungsi, interior perlu diperbarui. Terkesan horor",0
4ccd46084fba1060a6437730c0d48f48,"kebetulan sy mendapaf kamar yg berbeda dgn gambar.. tp fasilitas ok. hanya saja terlalu berisik dan kebersihan perlu ditingkatkan
",0
015713e3677a3c1aa376221f2ac9f146,"kurang bersih plus kasur nya apek banget, bolong habis dimakan rayap, tidak dikasih sprei.. untk ukuran harga segitu masih kemahalan.. ",0
fa4451be92a243fba5013f39cc04e6fa,kamar nya kurang ramai terlalu di tempat sepi,0
24159f38de1a75920d4613ba037e4e3e,"Pintu kamar mandi bolong, cs ga siaga di tempat, plafon bocor dan warnanya gak banget. trus banyak bolong dimana2 kayak hotel melati.",0
